IsGrandTotalRowTotal,CountSYS_RECID,SumLOSDAYS,Hospital,PAYER (groups),Observation,Surgical,NICU,YEAR
False,697,21494,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,459,9119,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,551,12851,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,10,64,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","NICU Level III",2019
False,67,792,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,470,11286,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,524,3806,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,448,7915,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,406,6423,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,500,11927,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,303,14192,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,388,8875,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,100,2814,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,8,47,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,200,4265,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,443,8166,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,620,19292,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,8,117,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2020
False,48,739,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,528,5085,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,430,11289,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,101,618,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,673,19730,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,243,4633,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,451,7629,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,6,53,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,6,22,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","NICU Level III",2018
False,448,7165,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,269,10917,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,393,4971,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,111,2688,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,345,7461,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,420,8338,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,304,12342,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,514,12330,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,104,1498,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,499,4609,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,385,11303,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,375,8226,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,647,20542,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,245,4638,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,124,744,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,148,2975,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,8,37,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2017
False,64,757,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,569,4532,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,275,6137,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,405,8793,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,391,8532,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,500,8260,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,551,16336,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,5,13,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,15,306,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,534,9598,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,340,14538,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,95,2063,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,396,8226,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,173,1587,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,445,4597,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,203,4119,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,462,14063,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,651,18659,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,112,1450,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,537,10939,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,27,497,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2016
False,94,723,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,53,297,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,381,4322,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,548,3532,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,180,1222,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,36,126,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,111,915,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,255,2316,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,372,5251,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,139,1748,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,22,220,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,15,214,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,14,43,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,847,4295,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,66,292,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,31,302,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,121,649,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,251,2264,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,341,3713,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,146,1449,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,101,711,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,35,417,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level II",2018
False,208,2000,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2018
False,21,57,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,51,398,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2018
False,163,1345,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2018
False,192,1748,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,68,417,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,8,50,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,11,130,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2019
False,143,1625,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,318,3693,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,54,507,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,89,410,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,194,1522,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,696,3544,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,164,1584,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,256,2533,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,13,114,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,230,2301,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,42,264,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,27,68,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2020
False,43,358,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2022
False,75,462,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2018
False,201,2081,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2018
False,50,565,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2018
False,975,4914,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2018
False,79,411,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level II",2018
False,349,4205,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2018
False,117,1518,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2018
False,61,727,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,145,1607,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,261,2374,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,28,92,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,184,1445,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,242,2192,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,193,1961,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,1054,5830,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,112,1617,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,149,1526,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,163,1156,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,408,4441,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,107,1008,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,33,296,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,36,300,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,34,606,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,11,103,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","NICU Level II",2017
False,31,276,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,217,2215,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,566,3866,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,61,757,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,163,1478,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,256,2891,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,46,421,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,8,89,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,5,18,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2021
False,92,1028,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,217,2005,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,66,732,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,80,780,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,36,445,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,191,1684,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,1008,5897,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,110,1642,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,22,186,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,437,4490,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,80,515,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,16,146,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,9,75,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level II",2016
False,11,7,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,2764,5044,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,1227,2433,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,71,179,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,249,436,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,1323,2441,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,924,2201,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,1276,3396,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,972,2453,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,1203,2670,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,1195,2322,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,3323,7414,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,520,1186,"JACKSON MEMORIAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,1382,3045,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
False,653,1696,"ST MARY'S MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
False,13,7,"ST JOSEPHS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
False,856,1782,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
False,741,1937,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
False,688,1824,"MEMORIAL REGIONAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2018
False,647,1360,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
False,829,2231,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
False,3186,7614,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
False,81,204,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
False,194,339,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
False,541,9065,"ASCENSION SACRED HEART PENSACOLA","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
False,177,326,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2018
False,476,976,"HEALTHPARK MEDICAL CENTER","Medicaid","No Observation","Non-Surgical","NICU Level I",2018
False,936,2039,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level I",2019
